Region,Product_Category,Month,Marketing_Spend,Price,Quantity_Sold,Revenue,Cost,Profit,Customer_Satisfaction
North,Technology,11,25163.85,246.51,43,10599.96,6440.77,-21004.67,6.19
East,Technology,10,24867.68,69.68,45,3135.73,2418.7,-24150.65,8.19
North,Office Supplies,10,46167.9,171.03,66,11287.74,7782.48,-42662.64,9.2
South,Office Supplies,7,25542.9,78.97,63,4975.17,2758.68,-23326.41,6.62
West,Furniture,9,46696.34,356.66,48,17119.62,8992.32,-38569.04,6.83
West,Office Supplies,6,21144.01,317.4,55,17457.16,10333.46,-14020.31,6.73
North,Office Supplies,12,32652.48,446.77,38,16977.34,9753.25,-25428.38,4.23
West,Office Supplies,6,37967.57,343.94,43,14789.38,8642.69,-31820.89,4.83
East,Furniture,1,48452.44,174.08,47,8181.64,5760.49,-46031.29,6.28
East,Furniture,3,34255.1,372.3,29,10796.73,7448.94,-30907.3,7.38
North,Technology,1,23016.05,473.84,48,22744.35,14673.82,-14945.51,8.21
North,Technology,11,8933.76,468.56,43,20148.26,15212.74,-3998.23,7.12
East,Office Supplies,1,21965.35,482.64,45,21718.78,17263.35,-17509.91,6.94
West,Office Supplies,11,11437.79,11.94,51,608.8,426.03,-11255.02,3.95
East,Technology,6,35029.93,67.16,56,3761.14,2245.52,-33514.32,10.0
East,Technology,1,12757.39,436.84,52,22715.44,17915.7,-7957.65,5.81
South,Office Supplies,9,41166.21,409.82,49,20081.27,10838.69,-31923.62,7.05
South,Furniture,4,23809.28,427.38,59,25215.18,13293.85,-11887.96,7.88
North,Furniture,7,9552.45,313.45,47,14732.3,8398.99,-3219.14,6.44
East,Technology,6,19402.55,382.76,57,21817.28,13643.77,-11229.04,5.49
North,Office Supplies,5,9760.84,255.54,50,12776.96,8441.82,-5425.71,6.81
West,Furniture,3,40858.77,173.78,57,9905.37,5117.41,-36070.81,10.0
West,Technology,6,30774.76,122.98,57,7009.68,4207.31,-27972.39,8.98
West,Furniture,10,39792.55,57.6,56,3225.69,2045.75,-38612.61,8.0
East,Furniture,8,8690.48,152.75,54,8248.72,4812.58,-5254.34,5.48
West,Technology,6,25599.41,380.96,43,16381.39,8294.63,-17512.65,9.14
North,Office Supplies,1,47538.82,458.95,52,23865.56,17791.54,-41464.8,6.37
South,Furniture,7,20863.82,362.73,46,16685.5,8976.65,-13154.96,6.96
West,Furniture,8,47469.49,488.36,47,22953.03,15228.13,-39744.58,5.01
South,Technology,10,27209.46,229.52,51,11705.45,6239.26,-21743.28,8.65
North,Office Supplies,4,37739.14,62.0,52,3224.11,1806.19,-36321.22,6.43
North,Furniture,11,8486.76,13.92,39,543.05,423.56,-8367.27,8.75
East,Furniture,11,38317.02,63.41,56,3551.13,1804.83,-36570.73,7.8
South,Office Supplies,9,47578.41,291.99,51,14891.33,7726.7,-40413.78,8.31
East,Furniture,5,11965.37,154.08,44,6779.6,3907.76,-9093.53,8.42
South,Technology,9,49395.63,32.68,41,1340.03,921.61,-48977.21,10.0
East,Technology,2,19346.78,298.78,43,12847.57,10162.88,-16662.09,9.04
West,Furniture,1,5706.32,183.25,38,6963.47,3675.01,-2417.85,6.97
West,Office Supplies,11,33740.27,74.92,62,4644.77,3653.2,-32748.7,6.96
West,Office Supplies,7,45230.32,263.25,45,11846.13,9216.29,-42600.48,4.02
West,Furniture,6,10549.33,203.48,47,9563.57,7086.14,-8071.9,6.74
South,Office Supplies,10,11813.47,400.23,54,21612.66,13184.08,-3384.89,7.4
South,Furniture,4,8168.24,180.69,50,9034.55,4528.01,-3661.7,5.76
West,Office Supplies,10,48743.57,83.78,47,3937.84,2430.46,-47236.2,5.32
South,Furniture,3,38322.93,379.68,52,19743.3,14594.76,-33174.39,7.98
West,Furniture,12,30057.74,446.48,45,20091.47,10742.54,-20708.81,6.35
West,Technology,11,42633.11,111.65,58,6475.94,5144.66,-41301.83,6.84
East,Office Supplies,8,45478.07,470.74,54,25419.72,16162.53,-36220.88,7.87
North,Office Supplies,6,13772.42,414.3,51,21129.28,15088.04,-7731.19,8.95
North,Furniture,8,11372.78,55.74,51,2842.52,1679.6,-10209.85,5.38
South,Office Supplies,8,21727.71,13.77,54,743.49,512.53,-21496.75,8.55
South,Furniture,8,24940.73,191.21,47,8987.07,6674.16,-22627.82,7.58
West,Furniture,9,20398.39,101.26,51,5164.23,2712.83,-17946.99,3.67
South,Office Supplies,9,21199.66,42.98,48,2062.95,1445.3,-20582.01,8.71
South,Technology,1,6690.48,360.0,51,18360.25,10519.27,1150.49,5.27
East,Technology,8,39310.0,450.65,53,23884.69,16757.64,-32182.95,8.74
West,Office Supplies,6,23635.92,350.44,42,14718.6,8016.38,-16933.69,7.77
East,Furniture,10,29324.87,231.81,65,15067.74,7827.24,-22084.37,4.61
North,Office Supplies,2,31196.52,181.6,42,7627.26,5713.28,-29282.54,6.68
West,Technology,9,13671.1,305.16,54,16478.7,11789.37,-8981.76,7.91
South,Office Supplies,6,32024.06,267.38,49,13101.42,8740.95,-27663.59,7.16
North,Office Supplies,5,42493.62,216.26,53,11461.85,7910.12,-38941.9,6.74
South,Furniture,11,19828.87,223.1,59,13162.81,10066.03,-16732.08,5.33
North,Furniture,4,48209.81,331.87,50,16593.31,10356.22,-41972.72,8.56
East,Office Supplies,1,10652.7,158.95,60,9536.91,6872.06,-7987.86,5.74
East,Furniture,10,44934.88,72.97,46,3356.4,1781.82,-43360.29,5.92
North,Furniture,10,13139.35,368.71,44,16223.11,8479.17,-5395.41,9.2
South,Office Supplies,4,29871.68,61.8,40,2471.89,1435.32,-28835.11,7.13
South,Furniture,11,33006.92,218.34,45,9825.25,5058.81,-28240.47,6.36
South,Technology,6,19413.44,453.79,43,19513.12,12131.58,-12031.91,6.83
West,Furniture,1,47668.93,245.94,54,13280.86,8061.25,-42449.33,6.48
South,Office Supplies,1,39485.81,330.69,58,19179.74,15165.1,-35471.17,7.6
North,Technology,8,29303.57,376.06,55,20683.25,12574.11,-21194.43,7.3
West,Office Supplies,6,10057.37,137.91,50,6895.5,3786.34,-6948.21,6.59
East,Furniture,7,14796.49,483.18,41,19810.41,10058.77,-5044.85,6.79
East,Furniture,1,48333.11,305.8,45,13761.2,8033.84,-42605.75,7.92
West,Technology,12,6370.6,49.98,59,2949.05,2135.62,-5557.17,6.67
East,Office Supplies,9,12006.17,116.7,43,5018.27,2790.52,-9778.42,8.55
South,Technology,11,46678.68,9.5,37,351.63,246.42,-46573.47,6.39
North,Office Supplies,7,37155.31,313.59,46,14425.09,11450.33,-34180.55,8.59
South,Furniture,10,24892.98,170.38,50,8519.09,4281.26,-20655.15,8.82
South,Technology,11,29928.65,5.79,45,260.67,176.76,-29844.74,4.77
South,Technology,4,21028.73,350.02,51,17851.09,11176.12,-14353.76,9.49
East,Office Supplies,4,25355.89,88.86,58,5154.12,3158.8,-23360.57,7.01
East,Technology,2,38280.35,47.88,54,2585.35,1657.75,-37352.75,8.2
North,Technology,10,16244.94,181.34,42,7616.44,5216.28,-13844.79,3.36
East,Furniture,12,16339.92,460.77,52,23960.27,16267.06,-8646.71,6.43
West,Office Supplies,9,28547.88,62.79,41,2574.4,2010.53,-27984.01,8.14
South,Technology,5,6635.33,55.41,55,3047.79,1863.36,-5450.9,6.41
South,Office Supplies,8,10095.41,206.15,50,10307.57,7684.38,-7472.21,7.67
East,Furniture,2,36478.75,208.95,41,8566.9,5631.89,-33543.75,6.29
South,Technology,7,16514.26,206.5,54,11151.16,7589.42,-12952.52,6.17
East,Office Supplies,4,37597.39,98.83,60,5929.8,3317.13,-34984.72,7.4
South,Technology,8,24301.35,294.85,50,14742.64,7661.36,-17220.07,7.65
West,Technology,3,20602.34,374.49,60,22469.63,13472.79,-11605.51,9.51
South,Furniture,1,10864.31,176.09,57,10036.87,5208.89,-6036.34,5.0
South,Furniture,6,34494.62,120.43,59,7105.24,5032.21,-32421.59,8.09
South,Furniture,7,18382.7,342.45,43,14725.51,10910.3,-14567.48,4.56
West,Furniture,10,34783.71,180.99,57,10316.27,6925.97,-31393.41,6.04
East,Office Supplies,4,15224.35,206.17,58,11957.92,6937.38,-10203.81,5.82
North,Technology,9,24740.05,113.05,41,4634.85,2531.51,-22636.7,5.89
West,Furniture,7,26087.08,297.69,55,16373.17,11011.31,-20725.21,8.69
East,Furniture,11,47005.48,175.58,42,7374.16,5774.94,-45406.26,7.24
South,Technology,11,24885.85,75.71,56,4239.69,2932.97,-23579.13,7.67
South,Technology,9,8333.37,496.45,48,23829.69,15903.07,-406.75,8.0
North,Office Supplies,7,12839.48,481.63,42,20228.52,15668.0,-8278.96,5.91
North,Office Supplies,12,12382.86,146.17,60,8770.04,4681.91,-8294.73,6.91
West,Furniture,6,32153.19,404.36,42,16982.92,10084.69,-25254.97,5.42
North,Office Supplies,5,27641.01,161.39,64,10328.85,7800.08,-25112.24,7.39
South,Office Supplies,10,18657.68,202.25,46,9303.36,5448.74,-14803.05,6.93
East,Technology,1,9440.84,292.0,53,15476.19,10223.94,-4188.59,7.17
West,Office Supplies,1,38276.36,216.03,46,9937.27,7276.05,-35615.14,6.83
North,Technology,4,29096.18,468.2,52,24346.19,18017.29,-22767.28,9.16
South,Office Supplies,10,48459.67,111.56,57,6358.82,3586.76,-45687.62,5.64
West,Furniture,5,19543.74,467.9,47,21991.46,11695.67,-9247.94,9.53
East,Technology,11,48561.0,457.8,42,19227.64,10106.48,-39439.84,5.0
North,Furniture,4,15204.14,466.09,61,28431.35,14381.16,-1153.94,3.73
East,Technology,11,38096.53,496.08,53,26292.08,14929.84,-26734.29,7.3
South,Technology,4,18651.39,199.46,42,8377.12,6596.1,-16870.36,7.36
East,Technology,5,20133.86,167.66,45,7544.66,4181.18,-16770.39,9.83
North,Technology,1,14264.93,164.23,49,8047.5,6273.18,-12490.61,6.8
South,Technology,1,11722.97,257.44,49,12614.69,9826.86,-8935.15,6.74
South,Office Supplies,10,10193.13,401.76,51,20489.86,14428.35,-4131.62,3.39
West,Office Supplies,3,16812.96,30.91,44,1360.12,1027.5,-16480.34,3.09
North,Office Supplies,4,14691.17,149.47,42,6277.92,4854.4,-13267.65,6.21
West,Furniture,12,43971.04,90.22,58,5232.96,3479.02,-42217.1,5.25
North,Technology,10,19425.35,51.29,48,2462.04,1930.94,-18894.25,9.32
North,Technology,10,30620.06,194.45,56,10889.25,7381.77,-27112.57,6.76
East,Technology,1,44700.58,77.77,57,4433.03,3424.56,-43692.11,7.02
West,Office Supplies,12,44939.39,322.43,48,15476.47,9479.8,-38942.71,3.98
South,Office Supplies,12,33894.96,152.58,47,7171.47,4598.67,-31322.16,7.15
West,Furniture,6,33918.26,425.67,45,19155.24,11755.61,-26518.62,5.65
East,Furniture,6,29147.34,467.74,46,21515.9,13796.25,-21427.69,6.46
West,Furniture,4,41099.14,177.64,54,9592.39,7375.44,-38882.19,5.42
South,Technology,7,32967.83,24.21,43,1040.85,759.85,-32686.83,3.6
North,Technology,3,42614.98,55.13,54,2977.11,1502.4,-41140.26,7.55
East,Office Supplies,11,43954.03,124.47,38,4729.79,3425.76,-42650.0,5.29
South,Technology,2,48181.65,397.37,52,20663.13,10579.95,-38098.47,6.96
West,Office Supplies,9,17792.97,294.96,52,15337.93,11516.27,-13971.31,7.18
South,Furniture,12,11915.79,432.17,45,19447.52,12674.57,-5142.83,7.34
West,Technology,1,11097.25,226.55,58,13139.73,8413.69,-6371.21,6.23
North,Furniture,2,44952.71,230.29,51,11744.61,7493.47,-40701.57,9.99
East,Office Supplies,3,22464.44,124.94,63,7870.92,3967.12,-18560.65,5.58
East,Furniture,5,27666.13,95.4,51,4865.37,3245.26,-26046.02,5.74
West,Office Supplies,12,18395.54,21.31,52,1108.08,648.12,-17935.58,8.83
South,Technology,11,9092.1,462.0,54,24947.77,15143.72,711.96,8.74
South,Office Supplies,6,17394.35,484.03,46,22265.44,15568.67,-10697.57,7.48
South,Technology,7,37579.51,109.96,39,4288.53,2348.12,-35639.11,5.99
East,Technology,7,36165.78,288.09,61,17573.45,11602.18,-30194.51,8.53
West,Office Supplies,10,8709.5,384.0,37,14207.92,7838.58,-2340.15,7.48
West,Furniture,7,39378.34,7.51,62,465.87,370.48,-39282.95,7.29
North,Technology,10,47559.94,70.62,56,3954.95,3085.17,-46690.16,8.43
South,Furniture,5,32801.59,386.14,60,23168.22,17302.67,-26936.05,8.24
East,Furniture,6,19149.53,292.58,55,16091.87,11083.53,-14141.19,8.61
East,Technology,8,10941.58,379.34,45,17070.1,12723.29,-6594.77,8.52
East,Office Supplies,5,38737.66,52.93,56,2963.82,1927.76,-37701.6,6.27
North,Office Supplies,4,15264.52,461.5,52,23998.03,15612.65,-6879.14,4.85
South,Office Supplies,11,26888.23,254.94,42,10707.55,7094.05,-23274.73,7.54
West,Furniture,2,38043.95,319.79,59,18867.62,14613.44,-33789.77,6.25
East,Furniture,5,16374.46,206.29,47,9695.4,6174.95,-12854.02,6.2
West,Furniture,6,40173.6,56.24,40,2249.56,1132.43,-39056.46,5.86
East,Technology,11,29334.09,484.15,45,21786.53,14464.45,-22012.01,4.16
East,Technology,7,7073.11,274.22,47,12888.32,8814.98,-2999.77,8.26
East,Furniture,10,38915.62,484.22,56,27116.07,18438.0,-30237.55,8.35
South,Office Supplies,7,43824.68,85.64,62,5309.48,4094.6,-42609.8,7.81
South,Office Supplies,1,7272.84,26.72,55,1469.66,847.83,-6651.0,7.85
North,Furniture,8,38518.94,44.43,34,1510.58,957.24,-37965.6,5.45
South,Technology,10,48376.22,322.58,59,19032.33,10056.06,-39399.94,7.87
South,Technology,10,9705.33,441.1,50,22054.85,16695.16,-4345.64,9.12
West,Technology,8,42910.88,362.57,38,13777.85,8925.76,-38058.8,6.93
North,Furniture,2,41072.88,317.06,45,14267.55,10001.43,-36806.75,5.15
West,Furniture,3,37125.54,242.61,48,11645.24,7366.25,-32846.55,5.87
West,Furniture,8,49520.73,24.45,53,1295.82,1016.8,-49241.7,8.3
South,Technology,9,23120.2,107.88,57,6149.31,4295.15,-21266.05,6.5
East,Technology,11,47398.35,261.65,47,12297.74,6332.53,-41433.13,6.68
East,Office Supplies,9,29012.76,472.3,48,22670.42,14663.16,-21005.5,4.38
North,Furniture,6,35398.96,389.78,51,19878.76,10019.99,-25540.19,7.14
West,Technology,10,8419.71,341.0,42,14322.01,10194.36,-4292.06,5.83
West,Office Supplies,5,13754.66,367.18,42,15421.62,10091.92,-8424.96,5.66
West,Office Supplies,2,28362.34,152.54,48,7321.85,4238.67,-25279.16,6.36
North,Office Supplies,7,9015.0,218.34,51,11135.17,6654.66,-4534.49,5.43
North,Furniture,11,17881.66,214.79,53,11383.61,8458.91,-14956.95,4.35
East,Office Supplies,1,45276.52,344.58,44,15161.61,10722.06,-40836.97,7.44
East,Furniture,6,27699.11,294.61,50,14730.68,8835.76,-21804.2,4.08
North,Technology,3,26836.5,273.99,46,12603.35,6626.5,-20859.65,5.66
South,Office Supplies,5,13460.71,328.3,41,13460.41,8858.9,-8859.19,7.51
North,Office Supplies,5,24424.71,409.69,58,23762.3,18017.6,-18680.01,7.97
North,Technology,4,10733.36,321.44,37,11893.1,8247.0,-7087.26,8.91
North,Technology,7,12569.5,417.62,43,17957.62,11449.69,-6061.57,5.53
South,Office Supplies,9,9229.59,148.91,58,8636.64,4422.28,-5015.24,7.19
South,Technology,12,34285.47,309.01,46,14214.62,7270.91,-27341.76,8.36
West,Office Supplies,9,31215.6,350.92,59,20704.44,13732.32,-24243.48,7.04
East,Office Supplies,1,44497.08,407.51,63,25673.08,18176.92,-37000.92,6.92
East,Furniture,12,43750.11,43.78,43,1882.43,1247.79,-43115.47,7.24
South,Technology,4,16412.7,442.45,51,22564.85,12801.28,-6649.14,5.41
North,Office Supplies,8,10078.62,306.69,57,17481.13,9995.07,-2592.55,7.15
East,Furniture,3,37552.76,140.65,58,8157.73,4745.13,-34140.15,3.53
North,Office Supplies,9,15106.21,252.6,58,14650.68,10793.34,-11248.86,5.35
North,Technology,9,44370.38,387.03,48,18577.56,14646.56,-40439.37,4.42
North,Technology,6,47381.74,303.85,39,11850.28,7704.75,-43236.21,7.15
North,Technology,9,13488.45,256.41,51,13076.87,9423.93,-9835.51,8.74
East,Technology,7,37427.73,252.65,60,15159.06,7830.37,-30099.04,8.03
South,Technology,10,18411.77,208.99,50,10449.39,7526.5,-15488.88,3.77
East,Technology,6,5057.8,64.48,51,3288.42,2056.03,-3825.41,7.25
North,Furniture,9,42799.92,363.83,60,21829.91,17399.89,-38369.91,9.62
North,Office Supplies,10,49884.03,144.13,54,7783.1,5246.35,-47347.27,6.57
North,Office Supplies,6,41258.61,303.24,46,13949.18,10492.31,-37801.74,7.96
South,Office Supplies,4,33734.47,30.05,43,1291.95,681.74,-33124.25,5.72
South,Furniture,8,45035.93,223.02,61,13603.92,8796.04,-40228.06,8.93
North,Furniture,3,42704.3,441.98,62,27402.57,14759.69,-30061.41,8.42
North,Technology,2,21009.83,110.38,56,6181.43,3313.04,-18141.44,7.21
North,Technology,4,31631.36,40.75,41,1670.89,1242.64,-31203.1,8.23
West,Technology,9,33902.52,23.99,52,1247.43,810.96,-33466.05,8.23
North,Furniture,9,6415.07,364.62,58,21147.72,15426.49,-693.84,6.21
West,Office Supplies,2,28293.34,291.05,37,10768.82,8413.3,-25937.83,5.56
East,Office Supplies,8,38282.98,252.13,45,11345.64,7785.89,-34723.23,7.8
West,Technology,3,44711.16,293.29,41,12024.72,9059.87,-41746.31,9.52
West,Technology,4,37006.96,54.49,54,2942.61,1771.64,-35836.0,6.99
East,Office Supplies,9,6504.19,186.54,44,8207.86,4282.15,-2578.48,6.67
North,Office Supplies,11,36286.63,75.36,53,3994.07,2485.17,-34777.73,8.12
South,Office Supplies,11,36839.09,234.03,57,13339.74,10510.09,-34009.45,7.18
North,Furniture,2,8940.86,318.76,62,19762.85,13825.73,-3003.74,7.27
North,Furniture,8,49538.15,191.81,49,9398.54,4737.99,-44877.6,5.9
South,Technology,4,12122.74,345.62,41,14170.35,8136.07,-6088.46,5.73
North,Furniture,6,30176.39,12.19,38,463.39,361.85,-30074.85,8.32
North,Technology,7,33111.53,144.86,47,6808.31,4872.76,-31175.97,9.8
North,Technology,5,20039.69,17.74,47,833.9,641.42,-19847.22,7.05
North,Furniture,2,33461.25,147.71,53,7828.44,4603.83,-30236.63,8.61
North,Technology,5,31164.12,276.72,44,12175.75,8470.42,-27458.79,6.54
West,Technology,3,11610.24,428.63,54,23146.15,13443.46,-1907.56,6.68
South,Technology,12,22155.35,495.4,44,21797.72,16420.67,-16778.3,9.09
South,Technology,7,7543.21,56.18,49,2752.84,1802.52,-6592.88,7.22
West,Furniture,1,29344.38,359.06,51,18311.92,14262.69,-25295.16,8.31
East,Technology,12,30231.25,52.05,43,2238.28,1257.6,-29250.57,10.0
South,Technology,9,30574.36,222.56,37,8234.58,6144.82,-28484.6,5.59
West,Office Supplies,6,27230.53,63.64,54,3436.48,2023.15,-25817.19,2.93
West,Office Supplies,8,11136.7,102.36,35,3582.63,1801.2,-9355.27,6.78
West,Technology,6,21859.21,95.55,46,4395.44,3221.62,-20685.4,5.79
North,Furniture,2,24608.05,116.02,48,5568.74,4031.77,-23071.08,8.75
South,Technology,8,44951.79,56.81,57,3238.0,2001.81,-43715.61,5.66
West,Technology,9,17385.62,42.23,54,2280.15,1753.32,-16858.8,4.54
South,Technology,12,16596.3,443.04,52,23038.01,13379.0,-6937.29,6.32
East,Office Supplies,8,23581.0,271.06,34,9216.02,5284.83,-19649.82,8.93
North,Furniture,7,26277.15,323.57,40,12942.81,10245.34,-23579.68,6.92
North,Office Supplies,1,9761.02,316.13,39,12329.04,8857.86,-6289.84,6.81
East,Technology,12,20174.09,134.94,40,5397.67,3646.55,-18422.97,6.42
East,Furniture,6,45556.66,86.14,47,4048.6,2783.35,-44291.41,3.69
South,Furniture,7,34857.59,176.14,42,7397.73,5237.51,-32697.38,7.86
West,Furniture,12,49988.36,125.81,56,7045.45,4074.9,-47017.81,7.75
East,Technology,12,6393.68,141.07,53,7476.89,5770.32,-4687.11,5.19
North,Technology,5,5826.72,138.91,57,7917.77,5749.36,-3658.32,7.09
East,Furniture,3,18395.32,331.58,41,13594.9,10522.32,-15322.73,8.71
South,Furniture,3,14428.37,230.39,61,14053.65,10063.54,-10438.26,10.0
South,Office Supplies,1,46515.76,286.39,47,13460.51,7769.53,-40824.79,6.9
North,Furniture,4,42936.66,202.42,50,10120.83,5972.78,-38788.61,7.04
South,Office Supplies,6,25534.67,447.58,50,22378.76,16569.36,-19725.27,4.86
South,Furniture,5,5480.25,389.4,57,22195.57,15165.62,1549.7,6.29
East,Furniture,9,9917.58,398.22,39,15530.59,11749.4,-6136.39,7.21
North,Technology,10,6844.02,354.01,49,17346.31,12355.03,-1852.74,6.93
East,Technology,8,36994.46,222.33,40,8893.02,6878.68,-34980.11,8.79
East,Furniture,8,15551.78,242.92,51,12388.96,7150.11,-10312.93,8.0
South,Office Supplies,11,47212.42,80.8,57,4605.7,2635.67,-45242.4,7.59
South,Technology,7,17712.44,279.8,55,15389.22,11992.94,-14316.16,5.98
North,Office Supplies,11,11383.0,110.83,39,4322.43,3018.0,-10078.57,6.74
South,Technology,6,11052.05,163.49,62,10136.52,7343.6,-8259.14,8.65
East,Technology,4,41730.25,494.19,48,23721.11,17561.96,-35571.1,5.1
South,Furniture,10,39668.53,252.31,53,13372.49,7811.39,-34107.43,7.66
East,Technology,12,42206.32,299.5,40,11980.08,9005.02,-39231.26,7.03
West,Furniture,6,48690.71,189.93,54,10256.48,6347.47,-44781.7,6.23
North,Technology,6,23186.68,438.31,48,21038.82,10747.94,-12895.8,9.68
South,Office Supplies,11,46448.13,163.86,44,7209.97,5386.86,-44625.02,7.66
West,Office Supplies,8,36794.74,252.28,59,14884.32,10469.16,-32379.58,5.9
North,Office Supplies,1,26642.37,191.27,47,8989.89,6343.82,-23996.3,10.0
East,Technology,11,32870.67,327.18,43,14068.69,9817.2,-28619.18,6.47
West,Technology,7,18262.17,5.9,44,259.47,206.87,-18209.57,6.56
West,Office Supplies,1,47125.65,262.48,47,12336.53,7630.11,-42419.23,5.35
North,Furniture,8,35478.68,148.34,52,7713.86,4299.6,-32064.42,6.07
East,Technology,2,9991.41,206.09,56,11541.22,9048.93,-7499.11,8.59
West,Office Supplies,8,46694.65,449.57,55,24726.42,13150.44,-35118.67,6.86
East,Furniture,12,37697.2,464.72,57,26489.1,15224.9,-26433.01,5.5
North,Furniture,11,10661.11,296.72,50,14835.96,9429.15,-5254.3,6.28
North,Technology,5,36623.22,397.39,53,21061.57,15018.0,-30579.65,4.38
North,Office Supplies,5,35051.28,25.1,48,1204.56,892.46,-34739.18,5.62
South,Furniture,10,33023.36,209.36,59,12351.97,9811.28,-30482.67,8.9
West,Furniture,11,39128.17,15.88,57,905.35,631.15,-38853.97,7.74
West,Technology,9,36321.41,174.53,40,6981.01,4723.92,-34064.32,9.54
East,Office Supplies,1,22913.92,18.09,59,1067.38,721.91,-22568.45,7.22
East,Technology,12,45648.55,337.78,61,20604.46,13003.2,-38047.29,6.79
North,Technology,12,42864.79,310.76,53,16470.22,12328.93,-38723.5,7.15
East,Furniture,9,28116.67,123.93,40,4957.2,3615.17,-26774.64,7.75
East,Furniture,10,6312.68,304.53,48,14617.21,11110.29,-2805.75,8.89
East,Furniture,12,7665.05,57.17,43,2458.37,1630.05,-6836.73,5.6
North,Technology,4,45662.8,59.94,42,2517.58,1354.49,-44499.72,8.02
South,Furniture,4,47343.46,245.75,49,12041.96,8989.0,-44290.5,5.06
East,Furniture,5,44591.47,27.32,39,1065.44,840.3,-44366.33,7.33
West,Technology,10,29678.04,102.67,46,4722.84,3113.57,-28068.77,6.57
West,Furniture,5,28270.44,382.99,49,18766.37,12864.42,-22368.49,7.37
South,Office Supplies,1,26422.64,346.18,52,18001.14,11532.35,-19953.86,5.44
West,Office Supplies,7,24054.75,259.89,42,10915.34,8249.4,-21388.8,5.56
South,Office Supplies,12,35187.2,353.03,45,15886.42,12500.6,-31801.39,5.92
West,Office Supplies,4,31537.81,227.71,50,11385.34,7685.1,-27837.57,7.82
South,Furniture,7,42462.44,426.14,48,20454.5,10236.97,-32244.92,3.81
West,Office Supplies,3,25348.23,71.09,51,3625.6,1975.8,-23698.43,7.48
North,Furniture,12,15262.78,10.71,41,438.92,234.85,-15058.71,6.59
East,Technology,8,16981.06,251.12,48,12053.53,7233.86,-12161.39,6.49
East,Office Supplies,4,23626.67,138.68,43,5963.19,3726.19,-21389.67,7.83
South,Furniture,8,18937.77,124.77,45,5614.67,3878.98,-17202.08,5.6
East,Office Supplies,9,46034.26,370.78,43,15943.46,8946.4,-39037.2,8.28
West,Technology,6,41159.38,497.82,44,21904.26,14370.38,-33625.5,8.67
